date,material_category,state,location,buying_price,unit,market_range_low,market_range_high,requires_handling_fee,source_type,source
06-08-2026,LCD,Punjab,Ludhiana,19.75,per kg,18.17,21.33,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Copper,Punjab,Amritsar,695.86,per kg,640.19,751.53,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Aluminium,Punjab,Amritsar,156.25,per kg,143.75,168.75,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Iron,Punjab,Amritsar,38.65,per kg,35.56,41.74,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Lead,Punjab,Amritsar,102.1,per kg,93.93,110.27,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,PCB,Punjab,Amritsar,112.51,per kg,103.51,121.51,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Cable,Punjab,Amritsar,240.79,per kg,221.53,260.05,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Motor,Punjab,Amritsar,49.48,per kg,45.52,53.44,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Battery,Punjab,Amritsar,47.29,per kg,43.51,51.07,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,CRT,Punjab,Amritsar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,LCD,Punjab,Amritsar,21.94,per kg,20.18,23.7,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Copper,Punjab,Jalandhar,612.69,per kg,563.67,661.71,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Aluminium,Punjab,Jalandhar,156.5,per kg,143.98,169.02,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Iron,Punjab,Jalandhar,35.59,per kg,32.74,38.44,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Lead,Punjab,Jalandhar,99.06,per kg,91.14,106.98,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,PCB,Punjab,Jalandhar,100.4,per kg,92.37,108.43,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Cable,Punjab,Jalandhar,247.85,per kg,228.02,267.68,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Motor,Punjab,Jalandhar,45.53,per kg,41.89,49.17,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Battery,Punjab,Jalandhar,39.05,per kg,35.93,42.17,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,CRT,Punjab,Jalandhar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,LCD,Punjab,Jalandhar,19.28,per kg,17.74,20.82,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Copper,Maharashtra,Mumbai,668.7,per kg,615.2,722.2,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Aluminium,Maharashtra,Mumbai,168.95,per kg,155.43,182.47,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Iron,Maharashtra,Mumbai,40.04,per kg,36.84,43.24,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Lead,Maharashtra,Mumbai,94.94,per kg,87.34,102.54,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,PCB,Maharashtra,Mumbai,115.58,per kg,106.33,124.83,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Cable,Maharashtra,Mumbai,259.15,per kg,238.42,279.88,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Motor,Maharashtra,Mumbai,52.65,per kg,48.44,56.86,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Battery,Maharashtra,Mumbai,44.83,per kg,41.24,48.42,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,CRT,Maharashtra,Mumbai,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,LCD,Maharashtra,Mumbai,23.17,per kg,21.32,25.02,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Copper,Maharashtra,Pune,659.39,per kg,606.64,712.14,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Aluminium,Maharashtra,Pune,142.67,per kg,131.26,154.08,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Iron,Maharashtra,Pune,36.53,per kg,33.61,39.45,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Lead,Maharashtra,Pune,103.75,per kg,95.45,112.05,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,PCB,Maharashtra,Pune,108.37,per kg,99.7,117.04,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Cable,Maharashtra,Pune,234.78,per kg,216.0,253.56,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Motor,Maharashtra,Pune,47.95,per kg,44.11,51.79,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,Battery,Maharashtra,Pune,46.26,per kg,42.56,49.96,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,CRT,Maharashtra,Pune,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
06-08-2026,LCD,Maharashtra,Pune,18.84,per kg,17.33,20.35,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Copper,Punjab,Ludhiana,646.4,per kg,594.69,698.11,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Aluminium,Punjab,Ludhiana,142.65,per kg,131.24,154.06,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Iron,Punjab,Ludhiana,33.74,per kg,31.04,36.44,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Lead,Punjab,Ludhiana,94.52,per kg,86.96,102.08,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,PCB,Punjab,Ludhiana,103.8,per kg,95.5,112.1,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Cable,Punjab,Ludhiana,247.48,per kg,227.68,267.28,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Motor,Punjab,Ludhiana,45.3,per kg,41.68,48.92,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Battery,Punjab,Ludhiana,44.98,per kg,41.38,48.58,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,CRT,Punjab,Ludhiana,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,LCD,Punjab,Ludhiana,21.2,per kg,19.5,22.9,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Copper,Punjab,Amritsar,693.08,per kg,637.63,748.53,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Aluminium,Punjab,Amritsar,147.01,per kg,135.25,158.77,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Iron,Punjab,Amritsar,40.01,per kg,36.81,43.21,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Lead,Punjab,Amritsar,106.39,per kg,97.88,114.9,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,PCB,Punjab,Amritsar,115.79,per kg,106.53,125.05,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Cable,Punjab,Amritsar,227.14,per kg,208.97,245.31,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Motor,Punjab,Amritsar,46.73,per kg,42.99,50.47,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Battery,Punjab,Amritsar,39.52,per kg,36.36,42.68,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,CRT,Punjab,Amritsar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,LCD,Punjab,Amritsar,19.0,per kg,17.48,20.52,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Copper,Punjab,Jalandhar,621.37,per kg,571.66,671.08,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Aluminium,Punjab,Jalandhar,136.94,per kg,125.98,147.9,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Iron,Punjab,Jalandhar,33.5,per kg,30.82,36.18,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Lead,Punjab,Jalandhar,93.77,per kg,86.27,101.27,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,PCB,Punjab,Jalandhar,102.08,per kg,93.91,110.25,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Cable,Punjab,Jalandhar,241.58,per kg,222.25,260.91,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Motor,Punjab,Jalandhar,41.78,per kg,38.44,45.12,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Battery,Punjab,Jalandhar,39.86,per kg,36.67,43.05,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,CRT,Punjab,Jalandhar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,LCD,Punjab,Jalandhar,20.27,per kg,18.65,21.89,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Copper,Maharashtra,Mumbai,713.62,per kg,656.53,770.71,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Aluminium,Maharashtra,Mumbai,145.48,per kg,133.84,157.12,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Iron,Maharashtra,Mumbai,37.71,per kg,34.69,40.73,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Lead,Maharashtra,Mumbai,105.04,per kg,96.64,113.44,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,PCB,Maharashtra,Mumbai,118.96,per kg,109.44,128.48,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Cable,Maharashtra,Mumbai,263.36,per kg,242.29,284.43,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Motor,Maharashtra,Mumbai,52.62,per kg,48.41,56.83,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Battery,Maharashtra,Mumbai,46.65,per kg,42.92,50.38,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,CRT,Maharashtra,Mumbai,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,LCD,Maharashtra,Mumbai,22.82,per kg,20.99,24.65,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Copper,Maharashtra,Pune,662.98,per kg,609.94,716.02,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Aluminium,Maharashtra,Pune,162.6,per kg,149.59,175.61,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Iron,Maharashtra,Pune,39.48,per kg,36.32,42.64,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Lead,Maharashtra,Pune,98.0,per kg,90.16,105.84,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,PCB,Maharashtra,Pune,102.16,per kg,93.99,110.33,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Cable,Maharashtra,Pune,270.35,per kg,248.72,291.98,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Motor,Maharashtra,Pune,53.18,per kg,48.93,57.43,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,Battery,Maharashtra,Pune,42.34,per kg,38.95,45.73,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,CRT,Maharashtra,Pune,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
05-08-2026,LCD,Maharashtra,Pune,22.05,per kg,20.29,23.81,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Copper,Punjab,Ludhiana,681.47,per kg,626.95,735.99,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Aluminium,Punjab,Ludhiana,157.89,per kg,145.26,170.52,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Iron,Punjab,Ludhiana,33.13,per kg,30.48,35.78,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Lead,Punjab,Ludhiana,94.9,per kg,87.31,102.49,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,PCB,Punjab,Ludhiana,104.31,per kg,95.97,112.65,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Cable,Punjab,Ludhiana,244.48,per kg,224.92,264.04,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Motor,Punjab,Ludhiana,45.52,per kg,41.88,49.16,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Battery,Punjab,Ludhiana,40.74,per kg,37.48,44.0,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,CRT,Punjab,Ludhiana,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,LCD,Punjab,Ludhiana,20.25,per kg,18.63,21.87,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Copper,Punjab,Amritsar,662.15,per kg,609.18,715.12,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Aluminium,Punjab,Amritsar,138.44,per kg,127.36,149.52,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Iron,Punjab,Amritsar,37.66,per kg,34.65,40.67,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Lead,Punjab,Amritsar,93.03,per kg,85.59,100.47,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,PCB,Punjab,Amritsar,117.71,per kg,108.29,127.13,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Cable,Punjab,Amritsar,228.64,per kg,210.35,246.93,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Motor,Punjab,Amritsar,46.06,per kg,42.38,49.74,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Battery,Punjab,Amritsar,38.92,per kg,35.81,42.03,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,CRT,Punjab,Amritsar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,LCD,Punjab,Amritsar,20.66,per kg,19.01,22.31,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Copper,Punjab,Jalandhar,645.96,per kg,594.28,697.64,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Aluminium,Punjab,Jalandhar,135.36,per kg,124.53,146.19,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Iron,Punjab,Jalandhar,35.98,per kg,33.1,38.86,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Lead,Punjab,Jalandhar,86.24,per kg,79.34,93.14,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,PCB,Punjab,Jalandhar,104.99,per kg,96.59,113.39,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Cable,Punjab,Jalandhar,237.82,per kg,218.79,256.85,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Motor,Punjab,Jalandhar,41.23,per kg,37.93,44.53,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Battery,Punjab,Jalandhar,41.23,per kg,37.93,44.53,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,CRT,Punjab,Jalandhar,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,LCD,Punjab,Jalandhar,19.69,per kg,18.11,21.27,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Copper,Maharashtra,Mumbai,709.39,per kg,652.64,766.14,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Aluminium,Maharashtra,Mumbai,144.09,per kg,132.56,155.62,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Iron,Maharashtra,Mumbai,39.48,per kg,36.32,42.64,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Lead,Maharashtra,Mumbai,108.54,per kg,99.86,117.22,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,PCB,Maharashtra,Mumbai,115.78,per kg,106.52,125.04,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Cable,Maharashtra,Mumbai,266.19,per kg,244.89,287.49,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Motor,Maharashtra,Mumbai,51.14,per kg,47.05,55.23,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Battery,Maharashtra,Mumbai,42.96,per kg,39.52,46.4,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,CRT,Maharashtra,Mumbai,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,LCD,Maharashtra,Mumbai,22.22,per kg,20.44,24.0,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Copper,Maharashtra,Pune,643.61,per kg,592.12,695.1,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Aluminium,Maharashtra,Pune,150.74,per kg,138.68,162.8,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Iron,Maharashtra,Pune,34.54,per kg,31.78,37.3,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Lead,Maharashtra,Pune,97.27,per kg,89.49,105.05,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,PCB,Maharashtra,Pune,122.83,per kg,113.0,132.66,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Cable,Maharashtra,Pune,260.57,per kg,239.72,281.42,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Motor,Maharashtra,Pune,48.13,per kg,44.28,51.98,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,Battery,Maharashtra,Pune,46.45,per kg,42.73,50.17,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,CRT,Maharashtra,Pune,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
04-08-2026,LCD,Maharashtra,Pune,21.66,per kg,19.93,23.39,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Copper,Punjab,Ludhiana,623.26,per kg,573.4,673.12,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Aluminium,Punjab,Ludhiana,162.61,per kg,149.6,175.62,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Iron,Punjab,Ludhiana,39.09,per kg,35.96,42.22,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Lead,Punjab,Ludhiana,89.93,per kg,82.74,97.12,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,PCB,Punjab,Ludhiana,102.81,per kg,94.59,111.03,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Cable,Punjab,Ludhiana,238.62,per kg,219.53,257.71,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Motor,Punjab,Ludhiana,50.15,per kg,46.14,54.16,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Battery,Punjab,Ludhiana,45.57,per kg,41.92,49.22,False,Derived (Composition Model - Lead-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,CRT,Punjab,Ludhiana,0.0,per kg,0.0,0.0,True,"Derived (Composition Model - Lead-driven, hazard-adjusted)",Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,LCD,Punjab,Ludhiana,20.69,per kg,19.03,22.35,False,Derived (Composition Model - Aluminium-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Copper,Punjab,Amritsar,582.0,per kg,535.44,628.56,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Aluminium,Punjab,Amritsar,142.91,per kg,131.48,154.34,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Iron,Punjab,Amritsar,39.94,per kg,36.74,43.14,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Lead,Punjab,Amritsar,98.61,per kg,90.72,106.5,False,Derived (Formula from Metals.Dev API - MCX/LME-linked),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,PCB,Punjab,Amritsar,108.57,per kg,99.88,117.26,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Cable,Punjab,Amritsar,269.49,per kg,247.93,291.05,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
03-08-2026,Motor,Punjab,Amritsar,43.78,per kg,40.28,47.28,False,Derived (Composition Model - Copper-driven),Simulated historical trend (see SOURCES.md for base-value citations)
